1.228570439334843167e-01,9.997447269705705963e-01,7.374825080724668469e-01,-2.120079803949610486e-01,2.480088708524364804e+00,-2.908611382043663873e+00,-1.800381759607265320e+00,2.717721516536530935e+00,1.150593768891974067e+00
-2.155539682318053096e-01,9.496610691283037253e-01,-6.470397528309140833e-01,-5.559393248373980523e-01,2.738096474943847447e+00,-2.157710965210728471e+00,2.190704140014976820e-01,2.100149859985585898e+00,9.548588320925149864e-01
1.381525804445011274e-01,9.995192611696813723e-01,8.546296237880784963e-01,-1.863322785027617390e-01,2.708204616497956074e+00,-3.093690835008801265e+00,-7.936888791162378942e-02,3.363571026502337524e+00,-1.606393448201755836e-01
-1.986890959010562951e-01,2.737324306821159459e-01,-1.931797125481437005e+00,-1.303913105760524438e+00,2.085915088090314562e+00,-2.157598309148488713e+00,2.147770833612294261e+00,1.220478839297872264e+00,1.430399544677001034e+00
-5.170823247729020578e-01,9.996875533028823924e-01,-9.604132321526276383e-01,-9.813395535013675897e-01,2.771800627751319190e+00,-1.362338660113207478e+00,5.776472740555239627e-01,1.751024835494502385e+00,-2.374541694438545125e+00
-2.445617371612432978e-01,9.326030822202675541e-01,-5.775739451797038404e-01,-2.451265967839472149e-01,2.825693947592136990e+00,-2.752731150060333754e+00,-2.921602101090115422e+00,2.783518036472246937e+00,-2.399751306921769523e+00
-1.736474832980935967e-01,9.999711488079646715e-01,1.317503132406120159e+00,-1.593824012933069412e+00,1.975339075716823656e+00,-2.578262355854390453e+00,-1.900077454153578316e+00,3.582907229351238065e+00,-1.690394568346924808e+00
5.894479873209174103e-01,8.666822275901321371e-01,1.657655005977640039e+00,-7.791857650238561694e-01,2.565046505860637094e+00,-2.136152981610675017e+00,-1.205773511096654760e+00,3.759710767014950328e+00,-1.307014767117748111e+00
-5.507949984569909113e-02,9.999406909446816316e-01,6.686122762967134925e-01,-5.057505849172646561e-01,2.080408003588428478e+00,-2.740467319384396472e+00,8.377616631565814043e-01,2.693739303824854048e+00,9.397645036732211743e-01
5.504007790706171976e-04,9.997902331151269362e-01,1.628060045843082504e+00,3.573127759179263729e-01,7.106529629425025751e-01,-2.716584665638325902e+00,2.215827590025764016e-01,2.583628102401524185e+00,-1.925161195431814631e+00
5.558683251468365949e-01,9.374139901905347294e-01,1.619387110410257513e+00,-8.057415869291690846e-01,2.487631668979418009e+00,-2.246729256866979885e+00,-1.034165376589781138e+00,3.821483081998277687e+00,1.461538687481058751e+00
2.140805406678179812e-01,9.985651088358713512e-01,1.581075208945621924e+00,-5.332851552340064361e-01,2.038838154840680872e+00,-2.768136275334748042e+00,-1.505802795812883899e+00,3.541453895412785879e+00,1.256105226276493569e+00
1.742099197891855966e-01,2.981333710932037029e-01,-6.079432830466702242e-01,4.638905553147847360e-01,4.540161412571721566e-01,-2.507320620937047551e+00,-8.142989965402457342e-01,2.871705427372233554e+00,-1.232688773653069364e-01
-4.186215634168503619e-01,9.068309522261972511e-01,1.440206944967257874e+00,8.856856502981129697e-01,4.920279148435158234e-01,-2.640766461581739222e+00,-2.954583398533454641e+00,1.186942676777888339e+00,5.886016181720328255e-01
-2.296470904857915996e-01,9.213327873868527584e-01,1.157233886202013284e+00,3.889502206216797764e-01,7.782601039310380608e-01,-2.736384998351327091e+00,-2.592239103290669533e+00,2.637371896420118489e+00,4.761096755983627582e-01
