3.704642732861288534e-01,9.997422208941439958e-01,-7.262946868283366442e-01,1.364428467050557980e+00,-1.224843601736008258e+00,-2.492968776943643050e+00,1.156211020224033215e+00,1.922160953562570995e+00,2.338444439593763580e+00
4.353320452493332215e-01,9.558575914736023860e-01,-7.670494991314319444e-01,1.037705612901004271e+00,-1.161854866406019315e+00,-2.322696827691482557e+00,1.377667345015808120e+00,2.155885323773165219e+00,2.056595869900652573e+00
-7.894855877937244637e-01,8.906688405940956788e-01,1.317444808772278542e+00,1.396003036347321480e+00,4.498908962109396947e-01,-1.203276530691636204e+00,-9.077912192265393809e-01,3.493729791616118963e+00,8.530783408721781536e-01
-7.125706108272816808e-01,9.994651736920526774e-01,1.875046715120497254e+00,1.356643083984559794e+00,-1.582806538457622869e-01,-7.685626352913436099e-01,-1.957565303531568102e+00,3.107595255864012973e+00,-1.890454482204872722e-01
-6.683228633599709312e-01,9.739383148522472444e-01,1.738240729425122089e+00,1.122864045195542948e+00,-1.003405331964474373e-01,-1.213855043099138165e+00,-1.920594272131615599e+00,3.631141922332815408e+00,-1.702602483446166368e-02
-9.267892992527448914e-02,9.997624450274089636e-01,1.881642520231370019e+00,7.261533263088354451e-01,4.112157488710827535e-01,-2.226258277011750941e+00,-2.964787274623580160e+00,3.754943974465462908e+00,-1.681245917528505274e+00
-9.350072854568135944e-03,-4.967694747984665454e-02,-2.621639558589362817e+00,-1.513071707315849501e+00,1.979996090551064514e+00,-9.266195586304978304e-01,1.811475328536618967e+00,1.733683048445461505e+00,-1.365534685890664290e+00
-3.465089810741749377e-01,9.996999380408381208e-01,-1.035526635420706887e+00,-1.731618553360591672e+00,2.144922435576964492e+00,-3.622584878753222770e-01,1.289238055446428444e+00,8.877102108865566610e-01,-2.206422832549203239e+00
-5.913598279686437253e-01,9.996352960246487340e-01,-8.449239874881626644e-01,-1.317332852595456183e+00,2.285285130767593653e+00,-9.863312751021081626e-01,1.074646032185937239e+00,1.440659992658642530e+00,-2.440509157382852568e+00
-2.578411734406864109e-01,1.893602844002474084e-01,-1.982923643714195716e+00,-9.403885941595458986e-01,2.481393522457485012e+00,-1.732660745858009221e+00,3.562014888353107200e-02,2.273139555344729335e+00,6.823887850041961134e-02
-4.237252589724376239e-01,8.531710807715180422e-01,-2.567743232985392421e+00,-1.263717308598961031e+00,-2.531012005790548081e+00,-2.564223429378260199e+00,2.376396094355323285e+00,1.607870935623009201e+00,2.952969200522210791e+00
-2.980719732724259607e-01,1.218266205907298991e-02,-2.343795066800507865e+00,-1.832169550751166387e+00,1.416443965539853744e+00,-9.178171983522102062e-01,2.394453732984481942e+00,1.474162336156717101e+00,2.394786967419205492e+00
-1.661688019252793858e-01,2.056041170787198825e-03,-2.272342086702732189e+00,-1.831176912487098241e+00,1.441151603176349383e+00,-9.578706176239945025e-01,2.381053734907066399e+00,1.577344786286848821e+00,2.369707201382604378e+00
4.219947208323243139e-03,1.632438621258917172e-02,-2.955592781400160796e+00,-1.715356595278331397e+00,1.360413135498423465e+00,-1.003654970935561885e-01,1.846780543533601993e+00,1.440418660646895610e+00,2.562877596039632166e+00
-1.660595419580837007e-01,1.958367753384736842e-01,-2.025363318634588961e+00,-1.059657806294982629e+00,2.140145254847104272e+00,-1.970615915990552303e+00,1.628998229101913386e+00,1.860274272643073656e+00,1.505316702732076406e+00
