-3.613882958889007568e-01,8.767036199569702148e-01,3.174732327461242676e-01,1.243433833122253418e+00,7.888311147689819336e-01,4.690058529376983643e-01,-3.972139656543731689e-01,6.875032186508178711e-02,-4.971357285976409912e-01,1.068842783570289612e-01,-8.610643744468688965e-01,4.709323048591613770e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-8.628323078155517578e-01,3.773999214172363281e-01,-3.362880647182464600e-01,1.233039617538452148e+00,1.892901062965393066e-01,8.580954670906066895e-01,4.773274362087249756e-01,7.770586013793945312e-02,4.687106013298034668e-01,3.481975197792053223e-01,-8.118305802345275879e-01,4.657031297683715820e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.112837910652160645e-01,9.037399291992187500e-01,1.187424287199974060e-01,1.246179461479187012e+00,9.115073680877685547e-01,-4.077790379524230957e-01,-5.357810854911804199e-02,-5.786204338073730469e-02,1.040834085586084257e-16,1.302704066038131714e-01,-9.914785027503967285e-01,4.731076955795288086e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.936975955963134766e-01,8.872994184494018555e-01,3.555860221385955811e-01,1.245088338851928711e+00,8.195850849151611328e-01,-4.251914322376251221e-01,3.840475678443908691e-01,-6.055974960327148438e-02,4.919573366641998291e-01,1.786391586065292358e-01,-8.520950675010681152e-01,4.707122445106506348e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-2.140030711889266968e-01,-9.394465684890747070e-01,-2.676617801189422607e-01,1.260667204856872559e+00,-9.768329858779907227e-01,2.058125138282775879e-01,5.863892659544944763e-02,1.450508832931518555e-02,-6.938893903907228378e-17,2.740097641944885254e-01,-9.617269039154052734e-01,4.679347872734069824e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.426860183477401733e-01,8.638209104537963867e-01,4.414939582347869873e-01,1.261791110038757324e+00,9.701048731803894043e-01,-2.160975188016891479e-01,-1.104462146759033203e-01,-9.677410125732421875e-04,-1.804112415015879378e-16,4.550991952419281006e-01,-8.904407620429992676e-01,4.709205031394958496e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-1.671529114246368408e-01,9.792543649673461914e-01,1.145457848906517029e-01,1.260772585868835449e+00,8.497785329818725586e-01,2.020058482885360718e-01,-4.868984520435333252e-01,-6.780505180358886719e-03,-4.999363720417022705e-01,1.595205068588256836e-02,-8.659151792526245117e-01,4.649734497070312500e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.647661656141281128e-02,-9.249083399772644043e-01,-3.702248036861419678e-01,1.260355830192565918e+00,-9.962539076805114746e-01,-8.028369396924972534e-02,-3.213617578148841858e-02,2.654790878295898438e-02,-1.665334536937734811e-16,3.716169297695159912e-01,-9.283861517906188965e-01,4.714605808258056641e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
4.662295058369636536e-02,9.988244771957397461e-01,1.326558273285627365e-02,1.261268854141235352e+00,4.994836747646331787e-01,-1.181006990373134613e-02,-8.662427663803100586e-01,1.917719841003417969e-02,-8.650678396224975586e-01,4.701273515820503235e-02,-4.994471371173858643e-01,4.664553403854370117e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-1.467027068138122559e-01,9.122473597526550293e-01,3.824696540832519531e-01,1.256985545158386230e+00,9.891806244850158691e-01,1.352929472923278809e-01,5.672303959727287292e-02,4.288983345031738281e-02,-9.020562075079396891e-17,3.866529762744903564e-01,-9.222252964973449707e-01,4.711884260177612305e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.228043377399444580e-01,-8.737630248069763184e-01,-4.323151409626007080e-01,1.261413335800170898e+00,-8.714298605918884277e-01,2.027970179915428162e-02,-4.901008009910583496e-01,1.292431354522705078e-02,4.369991719722747803e-01,4.859288930892944336e-01,-7.569047808647155762e-01,4.716036915779113770e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.472866088151931763e-01,-8.413457870483398438e-01,-5.200422406196594238e-01,1.242247462272644043e+00,-4.964363276958465576e-01,-5.176363587379455566e-01,6.968526244163513184e-01,7.034784555435180664e-02,-8.554867506027221680e-01,1.555307805538177490e-01,-4.939155280590057373e-01,4.702394604682922363e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.151334196329116821e-02,-9.878001809120178223e-01,-1.430626511573791504e-01,1.260668277740478516e+00,-9.981062412261962891e-01,-6.087817624211311340e-02,-8.816958405077457428e-03,2.234786748886108398e-02,-9.540979117872439019e-17,1.433340907096862793e-01,-9.896743893623352051e-01,4.670962691307067871e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-3.693482279777526855e-01,-9.167918562889099121e-01,1.519030630588531494e-01,1.255285978317260742e+00,-4.039306342601776123e-01,3.055954277515411377e-01,8.622363209724426270e-01,-3.266477584838867188e-02,-8.369121551513671875e-01,2.571071684360504150e-01,-4.831914603710174561e-01,4.680926799774169922e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.413242459297180176e-01,9.356406927108764648e-01,2.575638294219970703e-01,1.259567737579345703e+00,9.704445600509643555e-01,-2.326694279909133911e-01,-6.404940783977508545e-02,-1.992368698120117188e-02,-9.020562075079396891e-17,2.654080986976623535e-01,-9.641361832618713379e-01,4.695227742195129395e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.548926174640655518e-01,9.086653590202331543e-01,3.306916952133178711e-01,1.259877204895019531e+00,5.474723577499389648e-01,1.462838202714920044e-01,-8.239387273788452148e-01,3.159689903259277344e-02,-7.970594763755798340e-01,3.910604715347290039e-01,-4.601824879646301270e-01,4.712535142898559570e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-2.138150739483535290e-05,7.091001272201538086e-01,7.051078081130981445e-01,1.229517579078674316e+00,2.126112667610868812e-05,-7.051078081130981445e-01,7.091001272201538086e-01,-8.635914325714111328e-02,1.000000000000000000e+00,3.015301626874133945e-05,-1.224578692902693485e-16,4.673991203308105469e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
-1.996615231037139893e-01,9.637452363967895508e-01,1.770038157701492310e-01,1.259208321571350098e+00,9.798649549484252930e-01,1.963769048452377319e-01,3.606706485152244568e-02,3.396070003509521484e-02,1.387778780781445676e-16,1.806410402059555054e-01,-9.835491180419921875e-01,4.722181558609008789e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
